game_date,home_team,away_team,home_pts,away_pts,home_reb,away_reb,home_ast,away_ast,home_tov,away_tov,home_fg_pct,away_fg_pct,home_elo,away_elo,home_injuries,away_injuries,home_roll5_pts,away_roll5_pts,home_roll5_reb,away_roll5_reb,home_roll5_ast,away_roll5_ast,point_diff,reb_diff,ast_diff,tov_diff,elo_diff,injury_diff,roll5_point_diff,roll5_reb_diff,roll5_ast_diff,home_advantage,home_win
2024-03-18,POR,DET,104.7,112.5,46.9,45.1,28.6,23.2,15.5,13.6,0.446,0.529,1562.5,1456.4,3,3,119.7,118.1,45.1,44.4,19.5,25.1,-7.8,1.8,5.4,1.9,106.1,0,1.5,0.7,-5.7,1,0
2024-03-19,DEN,HOU,108.7,84.5,44.1,49.9,21.9,28.2,18.0,13.3,0.445,0.441,1576.0,1512.0,1,1,115.1,118.5,45.2,41.3,22.7,14.9,24.2,-5.8,-6.3,4.7,64.0,0,-3.4,3.9,7.8,1,1
2024-03-20,GS,MIN,88.8,107.4,37.9,49.8,23.0,27.1,8.8,12.8,0.466,0.41,1421.7,1492.7,3,1,104.4,107.7,50.3,46.4,33.4,18.7,-18.6,-11.9,-4.1,-4.0,-71.0,-2,-3.3,3.9,14.7,1,0
2024-03-21,OKC,UTA,119.3,94.2,42.6,49.1,29.9,19.8,12.2,9.8,0.442,0.414,1558.0,1540.8,1,1,103.4,104.0,46.6,42.6,24.2,17.0,25.1,-6.5,10.2,2.4,17.3,0,-0.5,4.0,7.2,1,1
2024-03-22,CHA,DET,124.2,90.2,40.0,45.8,26.4,27.4,14.0,16.9,0.448,0.406,1464.9,1589.2,0,1,109.5,122.3,38.3,42.9,25.6,23.3,34.0,-5.9,-0.9,-2.8,-124.4,1,-12.8,-4.7,2.3,1,1
2024-03-23,MIA,CHI,103.3,110.0,43.4,48.0,23.6,22.9,11.1,10.7,0.509,0.426,1556.9,1480.1,0,0,113.9,81.3,41.8,45.7,23.7,23.7,-6.7,-4.6,0.7,0.4,76.7,0,32.7,-3.9,0.0,1,0
2024-03-24,MIA,LAL,92.1,116.5,44.1,44.8,27.6,19.1,10.4,10.6,0.457,0.452,1397.5,1553.9,2,3,121.8,88.0,50.3,46.0,24.3,27.0,-24.4,-0.7,8.5,-0.2,-156.4,1,33.9,4.3,-2.7,1,0
2024-03-25,SA,ORL,109.1,122.1,41.0,47.1,29.1,24.4,11.8,11.7,0.401,0.429,1356.0,1393.9,2,3,93.6,102.9,43.9,48.2,24.9,27.9,-13.0,-6.0,4.7,0.1,-37.9,1,-9.3,-4.3,-3.0,1,0
2024-03-26,MEM,OKC,110.6,88.7,46.0,44.0,23.1,28.0,6.2,11.9,0.485,0.498,1612.3,1468.8,1,1,105.8,109.9,47.9,38.8,27.6,22.9,21.9,2.1,-4.8,-5.7,143.6,0,-4.1,9.1,4.7,1,1
2024-03-27,DEN,LAL,97.0,81.2,45.1,43.8,22.4,21.8,17.5,8.7,0.431,0.498,1408.1,1533.4,1,3,98.4,115.5,44.9,45.1,27.7,23.3,15.8,1.3,0.7,8.7,-125.3,2,-17.1,-0.2,4.4,1,0
2024-03-28,POR,PHX,119.7,124.2,43.8,48.8,19.7,17.2,12.5,9.7,0.433,0.435,1466.1,1428.7,2,0,112.5,104.0,42.3,43.9,23.1,24.7,-4.5,-5.0,2.4,2.7,37.3,-2,8.5,-1.5,-1.6,1,0
2023-10-01,IND,PHX,128.1,97.4,39.6,41.5,25.7,20.8,17.5,10.8,0.407,0.559,1551.5,1547.6,1,0,114.3,117.4,41.6,41.4,25.7,21.3,30.7,-1.9,4.9,6.7,4.0,-1,-3.1,0.1,4.4,1,1
2023-10-02,NO,CLE,98.4,108.3,40.6,44.1,31.2,20.9,12.0,13.3,0.415,0.367,1568.3,1497.5,1,1,120.4,115.8,42.0,42.8,21.8,23.8,-9.9,-3.4,10.3,-1.3,70.8,0,4.5,-0.8,-2.0,1,0
2023-10-03,MIN,LAL,128.2,98.9,34.3,47.3,28.0,27.6,10.5,14.9,0.515,0.409,1531.4,1441.3,1,3,93.6,108.9,43.0,42.7,21.0,25.9,29.3,-13.0,0.5,-4.4,90.1,2,-15.3,0.2,-4.9,1,1
2023-10-04,OKC,NO,91.4,103.2,41.1,40.8,22.9,25.7,15.8,11.3,0.49,0.429,1663.8,1463.8,1,0,123.2,115.3,46.9,39.8,29.4,25.3,-11.8,0.4,-2.8,4.5,200.0,-1,8.0,7.1,4.0,1,1
2023-10-05,GS,PHI,123.9,113.5,51.9,44.9,19.6,29.0,16.7,15.6,0.475,0.493,1634.2,1441.0,3,1,103.5,106.2,47.7,41.6,28.9,22.2,10.4,7.0,-9.4,1.2,193.3,-2,-2.8,6.1,6.7,1,1
2023-10-06,LAL,DAL,133.6,123.1,44.6,44.4,23.2,23.4,12.8,11.5,0.438,0.454,1619.5,1627.8,3,0,109.2,103.9,44.4,42.4,26.5,18.3,10.5,0.1,-0.3,1.2,-8.4,-3,5.2,2.0,8.2,1,1
2023-10-07,BKN,PHX,117.0,110.9,37.5,46.3,24.2,24.0,13.2,11.7,0.45,0.485,1481.5,1375.1,0,1,109.4,114.8,48.4,39.0,25.6,20.3,6.0,-8.8,0.2,1.5,106.4,1,-5.5,9.4,5.3,1,0
2023-10-08,CHA,MEM,128.5,102.9,47.1,49.2,23.0,26.6,10.4,18.1,0.447,0.458,1617.1,1476.0,2,0,118.8,114.2,44.0,37.9,21.7,26.5,25.6,-2.2,-3.6,-7.7,141.1,-2,4.6,6.1,-4.8,1,1
2023-10-09,DAL,LAL,121.6,106.7,41.2,35.4,27.6,29.7,10.2,11.8,0.411,0.47,1543.7,1608.4,3,1,114.0,99.5,45.2,39.8,27.1,21.5,14.9,5.8,-2.0,-1.5,-64.7,-2,14.5,5.4,5.6,1,1
2023-10-10,IND,MEM,94.4,102.6,48.9,41.3,27.6,30.1,13.2,5.5,0.478,0.42,1557.7,1463.7,2,1,114.5,92.1,45.7,47.4,27.2,23.5,-8.2,7.6,-2.5,7.7,94.0,-1,22.3,-1.7,3.8,1,1
2023-10-11,LAL,PHI,108.2,133.8,47.5,45.8,23.9,25.7,14.7,8.6,0.445,0.504,1522.8,1565.3,3,2,115.2,111.1,39.6,45.6,24.6,27.8,-25.6,1.7,-1.8,6.1,-42.5,-1,4.1,-6.0,-3.2,1,0
2023-10-12,PHX,NY,117.3,108.4,39.7,33.2,24.2,25.8,12.8,12.2,0.495,0.506,1579.6,1572.3,2,0,102.5,117.7,47.0,41.7,27.1,20.4,8.8,6.4,-1.6,0.6,7.3,-2,-15.2,5.3,6.7,1,1
2023-10-13,MIN,HOU,124.7,88.8,46.3,36.2,25.1,20.3,13.1,13.9,0.456,0.522,1617.4,1549.5,1,2,111.0,94.9,46.6,40.4,24.7,27.5,35.9,10.0,4.9,-0.7,67.9,1,16.1,6.1,-2.9,1,1
2023-10-14,MEM,WAS,100.8,117.3,47.3,46.1,21.9,23.3,8.3,11.4,0.444,0.444,1608.7,1542.5,0,3,118.1,97.2,43.5,49.5,25.0,18.1,-16.5,1.2,-1.4,-3.2,66.2,3,20.8,-6.0,6.9,1,0
2023-10-15,GS,SA,108.0,112.4,45.2,44.0,27.4,26.5,8.1,13.5,0.434,0.492,1452.4,1420.8,0,3,111.8,125.2,45.0,43.1,23.3,21.4,-4.4,1.1,0.9,-5.4,31.6,3,-13.4,1.9,1.9,1,0
2023-10-16,LAC,OKC,107.8,100.5,43.4,52.7,32.5,25.1,9.6,13.8,0.461,0.412,1435.0,1446.0,3,1,124.6,105.0,46.1,42.1,26.7,24.2,7.3,-9.3,7.4,-4.2,-11.0,-2,19.6,4.0,2.5,1,0
2023-10-17,DAL,BKN,114.7,99.7,43.8,44.8,28.8,25.2,15.3,10.7,0.449,0.407,1516.2,1373.9,3,0,97.4,99.7,43.3,51.0,21.8,26.1,15.1,-1.0,3.6,4.7,142.3,-3,-2.3,-7.7,-4.3,1,1
2023-10-18,NY,PHI,106.2,88.1,47.7,37.1,16.8,26.8,16.3,16.5,0.518,0.482,1708.2,1566.4,2,2,121.0,105.5,42.4,43.6,30.8,20.9,18.1,10.5,-9.9,-0.3,141.8,0,15.5,-1.2,9.9,1,1
2023-10-19,POR,PHX,120.4,126.7,54.6,37.3,23.1,26.7,13.2,15.0,0.492,0.496,1515.4,1485.0,3,0,107.7,106.6,46.3,42.9,24.7,28.0,-6.3,17.4,-3.6,-1.8,30.4,-3,1.1,3.4,-3.4,1,0
2023-10-20,POR,BKN,101.1,95.6,55.6,28.3,28.9,23.5,5.8,9.6,0.437,0.452,1375.0,1350.0,2,2,110.7,114.3,50.8,47.5,21.7,17.0,5.5,27.3,5.5,-3.7,25.1,0,-3.7,3.3,4.7,1,1
2023-10-21,DEN,DAL,124.4,103.9,44.9,45.9,24.8,24.7,13.2,14.0,0.474,0.421,1443.5,1530.6,2,1,99.7,97.6,45.3,42.7,21.8,22.5,20.5,-0.9,0.0,-0.8,-87.0,-1,2.1,2.5,-0.8,1,1
2023-10-22,OKC,NY,115.6,118.9,45.9,39.6,21.0,24.4,13.3,16.5,0.466,0.487,1399.8,1482.7,0,0,107.1,107.7,43.2,38.8,26.7,26.6,-3.4,6.3,-3.3,-3.2,-83.0,0,-0.6,4.4,0.1,1,0
2023-10-23,CLE,UTA,127.3,105.5,47.1,36.6,28.9,19.4,11.5,10.3,0.474,0.476,1381.9,1468.2,1,2,110.3,116.3,52.9,45.3,28.5,24.5,21.8,10.5,9.5,1.2,-86.3,1,-6.0,7.6,4.0,1,1
2023-10-24,WAS,TOR,101.9,100.8,51.6,44.6,27.1,21.8,12.9,14.1,0.533,0.503,1527.6,1479.4,1,3,110.7,108.0,42.6,45.0,26.5,24.5,1.1,7.0,5.3,-1.2,48.3,2,2.8,-2.4,2.0,1,0
2023-10-25,IND,PHI,115.0,104.8,44.9,45.4,23.7,22.9,15.7,14.8,0.495,0.461,1444.3,1626.6,1,3,115.8,96.2,42.1,42.5,25.7,19.6,10.2,-0.5,0.8,0.9,-182.3,2,19.6,-0.5,6.1,1,0
2023-10-26,WAS,TOR,91.0,116.5,40.9,34.9,25.6,20.0,10.4,9.7,0.48,0.458,1464.9,1524.4,1,3,112.2,92.9,47.4,53.0,24.9,29.2,-25.4,5.9,5.7,0.7,-59.5,2,19.4,-5.6,-4.3,1,0
2023-10-27,DEN,SAC,101.0,101.4,44.4,49.6,22.8,30.4,16.8,17.6,0.471,0.48,1457.3,1459.8,0,2,110.8,106.8,45.0,48.1,21.0,24.2,-0.4,-5.2,-7.6,-0.8,-2.5,2,4.0,-3.1,-3.2,1,0
2023-10-28,MIA,PHI,117.9,107.8,43.4,44.2,24.0,30.7,19.3,13.1,0.484,0.538,1468.9,1376.3,3,0,109.7,111.9,43.8,39.3,23.7,20.8,10.1,-0.8,-6.8,6.2,92.7,-3,-2.2,4.5,2.9,1,0
2023-10-29,NY,LAC,100.6,104.4,40.1,37.3,23.0,17.4,13.7,15.9,0.519,0.472,1356.2,1516.0,3,2,108.0,101.6,45.7,46.7,25.7,23.8,-3.8,2.8,5.6,-2.2,-159.7,-1,6.3,-0.9,1.9,1,0
2023-10-30,HOU,CHA,99.3,125.4,51.5,42.6,20.8,32.0,14.8,8.1,0.477,0.439,1459.8,1468.0,0,2,109.7,103.7,55.1,40.8,27.0,18.4,-26.1,8.9,-11.2,6.7,-8.1,2,5.9,14.3,8.7,1,0
2023-10-31,BOS,MEM,123.5,104.7,46.1,43.6,23.7,15.1,13.8,12.4,0.439,0.483,1657.5,1394.6,0,2,111.4,100.6,46.8,44.9,21.6,21.0,18.7,2.6,8.6,1.4,262.9,2,10.7,1.8,0.6,1,1
2023-11-01,DEN,PHX,94.8,108.3,50.1,41.0,22.5,22.5,8.4,7.3,0.372,0.475,1667.4,1640.0,0,0,103.7,114.1,47.4,47.1,31.6,29.9,-13.5,9.2,-0.1,1.2,27.4,0,-10.3,0.3,1.6,1,0
2023-11-02,HOU,ORL,127.4,89.9,42.6,53.6,22.1,21.4,13.4,12.2,0.493,0.414,1583.8,1695.9,1,3,121.6,108.5,47.1,45.7,25.9,23.7,37.5,-11.0,0.7,1.2,-112.0,2,13.1,1.4,2.2,1,1
2023-11-03,LAL,OKC,118.9,96.8,39.6,44.3,24.6,22.6,11.2,13.4,0.468,0.45,1637.6,1691.0,0,3,121.9,102.8,41.7,37.8,22.5,22.3,22.1,-4.6,2.0,-2.2,-53.3,3,19.1,3.9,0.3,1,1
2023-11-04,HOU,POR,121.1,92.1,47.0,43.6,21.5,19.6,11.3,10.9,0.494,0.448,1499.4,1564.4,3,2,123.9,107.0,48.5,40.9,23.9,22.4,29.0,3.4,1.9,0.4,-65.0,-1,16.9,7.6,1.5,1,1
2023-11-05,GS,NO,111.9,106.0,44.3,47.7,26.6,25.3,14.6,13.5,0.451,0.446,1559.1,1583.7,0,3,113.2,104.0,45.0,44.2,27.3,19.2,5.9,-3.4,1.3,1.1,-24.6,3,9.3,0.8,8.1,1,0
2023-11-06,ORL,IND,141.8,106.2,50.9,46.8,21.7,27.2,15.2,15.5,0.403,0.47,1410.3,1350.9,0,0,115.4,116.3,44.9,45.9,25.7,23.5,35.7,4.2,-5.6,-0.3,59.4,0,-0.9,-1.0,2.2,1,1
2023-11-07,SAC,LAL,81.6,110.1,41.9,41.1,24.8,25.2,12.6,12.8,0.5,0.454,1435.4,1436.0,2,3,105.9,97.4,46.3,45.3,26.0,23.4,-28.5,0.8,-0.3,-0.2,-0.6,1,8.5,1.0,2.6,1,0
2023-11-08,DAL,DET,104.8,109.6,53.3,43.1,23.4,31.0,7.5,12.5,0.493,0.404,1445.8,1442.5,1,2,111.5,124.7,42.4,41.6,27.0,25.0,-4.8,10.2,-7.6,-5.0,3.3,1,-13.2,0.8,2.0,1,0
2023-11-09,MIN,SAC,115.4,107.3,40.6,39.7,22.5,30.4,9.7,10.7,0.489,0.364,1600.6,1516.7,0,3,101.2,94.3,46.3,47.9,26.8,25.9,8.2,0.9,-7.9,-1.1,83.9,3,6.9,-1.6,0.8,1,1
2023-11-10,NO,MIL,104.4,119.0,42.9,45.1,22.2,23.4,15.2,16.2,0.356,0.448,1634.4,1457.7,3,1,125.9,99.1,47.3,45.7,26.3,21.8,-14.6,-2.2,-1.2,-1.1,176.7,-2,26.7,1.6,4.4,1,1
2023-11-11,OKC,DET,98.3,119.8,40.1,56.5,28.0,22.2,14.6,18.7,0.508,0.439,1377.6,1370.2,1,3,107.6,113.8,47.3,44.0,27.0,27.1,-21.4,-16.5,5.8,-4.1,7.4,2,-6.3,3.3,-0.1,1,1
2023-11-12,LAL,DET,123.8,95.0,41.9,35.3,29.1,28.9,11.4,10.9,0.454,0.439,1505.8,1421.5,1,3,102.9,118.1,40.7,47.8,26.4,26.1,28.8,6.6,0.2,0.5,84.2,2,-15.1,-7.1,0.3,1,1
2023-11-13,LAC,ORL,130.4,130.1,43.4,44.4,19.6,28.7,10.9,11.7,0.46,0.438,1524.9,1373.7,1,3,104.1,109.4,45.2,46.4,26.4,27.5,0.3,-1.0,-9.2,-0.7,151.2,2,-5.4,-1.1,-1.1,1,1
2023-11-14,SAC,MIL,101.6,124.3,43.0,36.8,26.1,21.3,16.3,15.7,0.46,0.521,1466.1,1518.5,3,3,113.3,110.2,48.6,44.0,24.6,21.0,-22.7,6.2,4.7,0.6,-52.3,0,3.0,4.6,3.5,1,0
2023-11-15,MIA,MIN,115.2,82.9,40.6,37.3,28.3,22.2,12.0,17.4,0.507,0.471,1659.8,1380.4,0,1,115.4,113.9,42.8,45.4,23.4,32.4,32.3,3.3,6.1,-5.4,279.4,1,1.5,-2.6,-9.0,1,1
2023-11-16,GS,NO,105.4,89.9,41.2,52.8,35.3,14.0,14.3,10.7,0.485,0.432,1611.0,1526.5,2,0,100.9,106.1,46.7,46.9,32.4,21.0,15.4,-11.6,21.4,3.6,84.5,-2,-5.2,-0.1,11.4,1,1
2023-11-17,LAC,OKC,121.0,100.5,47.7,42.2,23.1,29.9,18.1,13.1,0.389,0.442,1421.6,1378.4,1,2,118.7,111.1,48.8,42.2,21.6,28.9,20.5,5.5,-6.7,5.0,43.2,1,7.6,6.7,-7.3,1,1
2023-11-18,CHA,BOS,113.0,93.9,35.1,46.8,16.2,26.3,12.3,12.6,0.47,0.481,1430.0,1386.1,3,1,115.7,120.5,44.7,49.3,24.1,25.9,19.1,-11.7,-10.1,-0.2,43.9,-2,-4.8,-4.6,-1.8,1,1
2023-11-19,WAS,DEN,112.8,111.0,37.2,48.0,26.8,27.3,10.2,16.0,0.481,0.452,1612.1,1542.3,0,1,111.3,98.0,40.4,44.4,25.1,25.2,1.9,-10.9,-0.4,-5.7,69.8,1,13.3,-4.0,-0.1,1,0
2023-11-20,HOU,OKC,115.9,108.3,43.3,43.6,22.0,24.6,6.0,11.8,0.463,0.458,1611.0,1447.6,0,1,109.0,102.7,48.6,39.8,25.8,23.9,7.6,-0.3,-2.6,-5.9,163.4,1,6.4,8.8,2.0,1,1
2023-11-21,LAC,UTA,106.9,102.7,48.9,43.7,19.5,26.7,10.7,12.7,0.462,0.371,1475.2,1431.8,0,1,114.0,97.7,45.8,50.6,29.9,19.4,4.1,5.2,-7.3,-2.0,43.5,1,16.2,-4.8,10.5,1,1
2023-11-22,MIL,DAL,111.4,106.2,34.5,43.2,18.1,14.3,13.7,15.5,0.451,0.424,1578.2,1448.1,2,2,121.8,119.2,40.6,44.4,22.7,26.7,5.2,-8.7,3.8,-1.7,130.0,0,2.7,-3.8,-3.9,1,0
2023-11-23,DET,LAC,101.7,113.5,44.5,47.1,23.9,22.5,7.1,11.0,0.448,0.501,1590.5,1440.2,2,2,112.4,117.0,39.5,48.1,25.9,29.6,-11.8,-2.6,1.4,-3.9,150.3,0,-4.7,-8.6,-3.7,1,0
2023-11-24,IND,SAC,129.5,116.3,45.9,46.6,31.4,19.5,11.8,6.5,0.439,0.467,1422.8,1522.3,3,2,119.5,108.8,41.5,45.9,21.4,23.1,13.2,-0.6,11.9,5.3,-99.6,-1,10.7,-4.4,-1.7,1,1
2023-11-25,MIL,BOS,101.5,102.3,48.1,38.3,27.2,25.7,14.5,15.6,0.432,0.457,1397.8,1479.9,1,1,107.5,108.4,40.7,42.2,26.3,29.5,-0.8,9.8,1.5,-1.1,-82.1,0,-0.9,-1.5,-3.2,1,1
2023-11-26,IND,GS,134.5,94.5,51.8,41.0,19.3,28.0,10.5,18.8,0.428,0.388,1475.9,1396.7,2,2,116.6,113.8,45.2,42.6,28.3,27.1,40.0,10.8,-8.7,-8.3,79.2,0,2.9,2.6,1.3,1,1
2023-11-27,MEM,CHA,102.8,112.2,49.2,43.9,27.8,23.3,13.4,11.4,0.383,0.436,1612.4,1541.5,0,2,105.9,102.4,47.2,38.9,24.6,24.0,-9.4,5.3,4.5,2.0,70.8,2,3.5,8.2,0.7,1,0
2023-11-28,PHI,SA,113.6,110.3,45.7,39.8,23.3,24.2,8.0,8.9,0.479,0.492,1621.8,1486.5,1,3,102.5,107.7,42.7,40.1,24.8,23.1,3.2,5.9,-0.9,-0.9,135.2,2,-5.2,2.6,1.7,1,1
2023-11-29,WAS,LAL,128.5,115.1,45.9,48.1,29.6,23.0,14.7,10.2,0.472,0.412,1496.9,1550.3,2,1,97.6,98.5,46.6,45.9,25.9,23.7,13.4,-2.3,6.6,4.5,-53.4,-1,-0.9,0.7,2.3,1,1
2023-11-30,SAC,MIA,98.3,113.8,45.8,47.4,23.3,20.5,10.7,10.5,0.489,0.441,1397.0,1502.6,2,3,104.1,120.2,39.1,45.7,27.1,18.3,-15.5,-1.6,2.8,0.2,-105.6,1,-16.1,-6.5,8.8,1,1
2023-12-01,DET,PHI,106.7,98.0,43.3,28.3,19.3,27.2,13.7,14.5,0.405,0.504,1555.0,1312.8,0,3,104.8,105.8,49.2,45.0,30.5,21.0,8.7,15.0,-7.9,-0.8,242.2,3,-1.1,4.2,9.5,1,0
2023-12-02,LAL,CLE,107.6,95.7,45.9,41.3,26.3,22.9,14.7,16.2,0.47,0.403,1423.1,1451.4,1,3,107.3,104.6,47.7,43.1,24.2,27.0,11.9,4.7,3.5,-1.5,-28.3,2,2.7,4.6,-2.9,1,1
2023-12-03,MEM,TOR,115.1,102.0,45.7,37.3,25.9,21.3,17.3,11.3,0.479,0.514,1641.8,1538.9,1,3,104.9,105.2,44.7,49.0,27.5,22.0,13.1,8.4,4.6,6.0,102.9,2,-0.3,-4.3,5.5,1,1
2023-12-04,MIL,GS,129.2,121.0,49.5,51.9,24.4,21.3,7.6,15.4,0.459,0.481,1528.1,1565.9,3,0,100.7,106.0,45.4,47.5,28.1,23.2,8.2,-2.5,3.1,-7.8,-37.7,-3,-5.2,-2.1,4.9,1,1
2023-12-05,DAL,GS,114.5,96.5,40.3,46.3,24.0,23.1,10.8,17.0,0.454,0.424,1505.4,1628.9,1,0,112.2,103.5,45.1,47.2,27.1,24.9,18.0,-6.1,0.8,-6.2,-123.5,-1,8.7,-2.1,2.2,1,1
2023-12-06,CHI,UTA,122.5,102.8,42.1,40.6,28.4,24.5,13.9,14.2,0.387,0.522,1455.5,1517.8,2,0,105.3,113.1,49.2,44.5,23.4,18.6,19.7,1.5,3.9,-0.3,-62.3,-2,-7.8,4.7,4.7,1,1
2023-12-07,TOR,LAL,99.3,87.8,57.7,45.6,20.0,23.4,13.5,9.6,0.415,0.485,1443.9,1558.3,2,1,113.3,108.3,44.1,47.9,25.9,22.6,11.4,12.1,-3.4,3.9,-114.4,-1,5.0,-3.8,3.3,1,0
2023-12-08,TOR,CLE,98.4,110.9,45.9,47.6,18.7,25.8,11.4,8.4,0.463,0.453,1458.7,1492.6,0,2,107.0,111.3,42.3,43.7,25.0,21.0,-12.5,-1.7,-7.1,3.0,-33.9,2,-4.3,-1.4,3.9,1,0
2023-12-09,ORL,SA,85.6,119.3,38.7,47.7,20.1,29.5,13.3,10.0,0.44,0.436,1492.7,1540.7,3,2,113.6,103.5,45.4,44.9,22.8,24.6,-33.7,-9.0,-9.4,3.3,-48.0,-1,10.1,0.5,-1.8,1,0
2023-12-10,IND,GS,106.7,109.2,40.2,42.9,35.3,12.8,13.5,9.8,0.493,0.463,1561.7,1262.5,2,3,114.8,100.5,45.2,45.7,26.7,27.0,-2.5,-2.7,22.5,3.7,299.3,1,14.4,-0.5,-0.3,1,0
2023-12-11,OKC,NY,134.2,116.6,37.4,44.0,22.9,23.3,12.4,13.7,0.502,0.434,1471.1,1445.7,3,2,96.4,110.3,47.8,41.1,22.9,24.7,17.6,-6.6,-0.4,-1.3,25.4,-1,-13.9,6.7,-1.9,1,1
2023-12-12,TOR,SAC,115.3,103.4,43.6,54.0,28.6,22.8,17.1,15.1,0.423,0.478,1661.4,1449.0,3,2,101.2,97.8,45.1,47.3,26.9,22.9,12.0,-10.4,5.7,2.0,212.3,-1,3.4,-2.2,4.0,1,1
2023-12-13,ORL,BKN,103.6,87.7,46.2,38.6,26.0,28.1,11.4,14.4,0.507,0.502,1452.1,1374.2,1,3,128.6,94.0,37.9,45.9,19.9,25.3,15.9,7.5,-2.1,-3.0,78.0,2,34.6,-7.9,-5.4,1,1
2023-12-14,SAC,MIL,111.3,92.9,44.3,48.9,29.1,21.3,13.0,8.8,0.481,0.476,1333.6,1480.1,0,3,104.9,96.9,44.7,42.7,24.5,27.5,18.4,-4.6,7.8,4.2,-146.5,3,8.0,2.0,-3.0,1,0
2023-12-15,LAL,LAC,111.1,113.0,44.7,37.9,24.4,22.8,13.7,13.6,0.464,0.411,1545.9,1426.1,1,1,108.3,113.8,46.9,42.2,22.7,25.0,-1.9,6.7,1.6,0.1,119.8,0,-5.6,4.7,-2.3,1,1
2023-12-16,WAS,IND,100.9,107.4,47.7,45.6,27.8,19.0,11.8,16.6,0.399,0.505,1717.7,1343.4,3,2,103.8,104.3,43.1,37.9,25.1,27.2,-6.6,2.2,8.9,-4.9,374.3,-1,-0.5,5.3,-2.2,1,1
2023-12-17,OKC,WAS,94.6,122.3,42.0,40.9,26.9,22.4,15.4,5.2,0.491,0.446,1539.6,1526.4,2,3,112.3,119.3,46.8,43.3,23.9,19.0,-27.7,1.0,4.5,10.2,13.2,1,-7.1,3.5,4.9,1,0
2023-12-18,DEN,MIN,128.5,97.4,42.9,44.2,27.7,25.0,13.4,13.7,0.445,0.419,1587.3,1644.8,2,0,114.9,111.8,46.0,43.2,25.1,25.0,31.1,-1.3,2.7,-0.3,-57.5,-2,3.0,2.8,0.1,1,1
2023-12-19,MIL,OKC,103.5,121.8,50.2,41.9,29.0,18.2,13.8,14.3,0.442,0.487,1586.0,1527.0,0,3,122.5,114.4,42.9,40.3,27.9,24.5,-18.3,8.3,10.9,-0.6,59.0,3,8.2,2.5,3.3,1,0
2023-12-20,SA,WAS,121.9,99.1,50.3,38.2,23.4,25.5,17.6,17.4,0.512,0.444,1539.3,1411.3,2,3,107.5,100.6,45.8,43.3,22.6,24.9,22.8,12.1,-2.1,0.2,128.0,1,6.9,2.5,-2.3,1,0
2023-12-21,GS,DAL,127.6,103.8,48.0,38.4,26.5,32.0,16.1,15.8,0.476,0.348,1484.5,1586.7,2,2,98.3,111.9,44.5,44.1,26.7,24.3,23.7,9.6,-5.5,0.3,-102.1,0,-13.6,0.3,2.4,1,1
2023-12-22,LAL,UTA,102.0,109.1,49.3,44.2,29.4,29.3,14.3,14.4,0.453,0.488,1668.9,1564.6,1,3,98.2,106.7,37.2,42.2,23.5,22.6,-7.2,5.2,0.1,-0.1,104.4,2,-8.6,-5.0,0.8,1,1
2023-12-23,NY,SA,116.9,127.2,39.8,40.3,24.7,16.0,12.8,12.3,0.482,0.386,1613.0,1698.8,2,1,103.0,99.7,48.2,44.2,28.8,25.5,-10.3,-0.4,8.7,0.5,-85.8,-1,3.3,4.0,3.3,1,0
2023-12-24,NY,PHI,106.3,95.4,43.9,45.5,29.3,17.8,12.2,14.2,0.484,0.486,1547.8,1569.7,0,0,107.2,103.6,50.0,45.5,27.6,31.6,10.8,-1.6,11.5,-2.0,-22.0,0,3.6,4.5,-4.0,1,1
2023-12-25,LAC,TOR,117.0,106.6,47.7,42.2,22.7,21.9,10.5,11.5,0.453,0.49,1448.5,1509.5,0,1,96.3,109.3,45.3,44.8,24.3,24.9,10.4,5.5,0.8,-1.0,-61.0,1,-13.0,0.5,-0.6,1,1
2023-12-26,BOS,LAC,98.3,103.6,41.9,40.8,17.1,30.2,19.1,8.7,0.495,0.455,1453.6,1471.3,1,0,109.5,103.5,47.5,44.0,22.9,23.6,-5.4,1.1,-13.1,10.3,-17.7,-1,6.0,3.5,-0.6,1,0
2023-12-27,CLE,BKN,99.5,91.3,47.6,43.4,22.5,23.2,14.1,13.5,0.453,0.511,1608.5,1470.1,1,3,115.9,106.2,46.1,44.8,24.9,25.6,8.3,4.2,-0.6,0.7,138.4,2,9.7,1.4,-0.7,1,1
2023-12-28,HOU,LAL,127.2,84.7,35.7,41.5,22.3,15.5,12.7,13.1,0.476,0.461,1646.1,1607.3,2,1,97.4,116.2,45.8,45.6,25.6,20.3,42.5,-5.8,6.8,-0.4,38.8,-1,-18.8,0.2,5.3,1,1
2023-12-29,BKN,MEM,105.0,91.0,43.9,48.0,21.7,27.3,11.5,17.1,0.429,0.452,1614.1,1397.9,1,1,108.6,106.0,50.5,46.2,28.0,22.8,14.0,-4.1,-5.6,-5.6,216.3,0,2.6,4.4,5.2,1,1
2023-12-30,ORL,NO,108.2,105.6,36.8,44.2,25.8,29.3,14.2,19.4,0.432,0.405,1675.3,1433.8,2,0,97.2,117.7,43.8,41.9,27.2,27.3,2.6,-7.4,-3.5,-5.3,241.4,-2,-20.5,2.0,-0.1,1,1
